product,list_price,average_rating,user_rating,user,location,athleticType,ageRange,bodyType,like,not_like,fit,title,datePublished,text,responseDate,response,helpfulYes,helpfulNo
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,3 out of 5,CHIPPERJONES,"CHARLESTON, SC, USA",SWEATY GENERALIST,35-44,ATHLETIC,"style, quality","color options are all dull, no longer offer solid color plain shorts, designs on shorts are too weird now",,Fit and Styles not as good as in the past,5/3/17,"I own numerous pairs of the Pace Breaker shorts and love them, but it's been several years since I bought a new pair mainly because the designers of the shorts only offer these patterns and weird prints with boring and dull colors now.",,,1,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,5 out of 5,HOCKEYPLAYER9,"PHILADELPHIA, PA, USA",SWEATY GENERALIST,18-24,ATHLETIC,"the liner, the materials",liner eventually tears,just right,A Good Four Years,4/13/17,"These shorts are fantastic!! I've been wearing the same five or six pairs to the gym and casually almost daily for the last 3-4 years. They are extremely comfortable and the built in liner doesn't ride up and is just right. Other than the metal vent shirts these are my favorite lululemon product. I've played ice hockey my whole life so my legs are pretty big and the larges are perfect. Unfortunately after 3-4 years all of the liners are starting to tear pretty bad and some of the older pairs are starting to rip on the seams. Wonderful product though, I have seen the small tweaks in these shorts over the last few years and they just keep increasing in quality.",13-Apr-17,"Hey hockeyplayer9,
Thanks for taking the time to share your thoughts with us today. We love that your gear has hung in there for four years and have sent an email your way so we can lend a helping hand with the tears and rips you've noticed in your shorts.
Speak with you soon.",1,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,1 out of 5,AZKZ,"PHOENIX, AZ, USA",SWEATY GENERALIST,45-54,ATHLETIC,,,,Sizing off,4/27/16,"I have 7 pair of the lined Pace Breaker shorts and are happy with the fit. Saw a linerless pair on sale so I ordered them in my usual size. Tried them on, and they fit a size larger than the lined version. Really LULU!! Now I'm stuck with shorts too big to wear. If you can't get your sizing consistent then you need to rethink the final sale policy. Have had a similar size issue with the mvt shirts as well. An associate in my local store said the same shirt will fit differently based on the color.",,,1,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,5 out of 5,SIDTHEKID,"DENVER, CO, USA",SWEATY GENERALIST,18-24,ATHLETIC,"fit, look, performance",no variety,,Great shorts need more colors,4/14/16,"These are probably the best shorts i own. I love the way they fit without the liner and i have a pair that i wear all the time. The one issue I have is the lack of different colors. As soon as lulu brings back the all black ones i will be purchasing them right away. If they made the linerless pace breaker in all the same colors as the regular pace breaker, I would probably own 5 or 6 pairs.",,,1,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,4 out of 5,BANSHEEQUEEN,"VANCOUVER, BC / LOS ANGELES",,18-24,ATHLETIC,"fits well, comfortable, looks great",lack of stock/variety,,Almost the best,3/20/16,The linerless pacebreakers are the best shorts that Lulu makes. The only downside is that they don't make enough! Always seems to be out of stock and there is quite a lack of colours. I have a pair in Navy and it's simply the best pair of shorts I've ever worn.,,,1,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,5 out of 5,SUPERMARIO,"NEW YORK, NY, USA",SWEATY GENERALIST,25-34,MUSCULAR,,,,Amazing Shorts/Must Have!!,3/19/16,"I've always been an UA guy, however, tried a pair of the Pace Breaker Shorts for fun. After my first work out in them I went to get every color in the lineless. They are super comfortable and just overall an amazing quality. Wish they will make more and I plan on getting them.",,,1,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,4 out of 5,CHRISC,,,,,fabric fit length,no cell phone pocket,,"Excellent, one fatal flaw",3/17/16,"I love the style, feel and light weight of these. One fatal flaw: Unlike several older pairs of liner-less shorts I have from lulu - the left side pocjet is to small for my Iphone 6-plus. Deal breaker.",,,1,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,5 out of 5,ATLSAIL,,,,,no liner,,,Husband is happy,2/17/16,"My husband is very happy with his liner-less shorts. Please make these in more colors. I am transitioning him into becoming a LULU ADDICT, and this definitely helps!",,,1,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,5 out of 5,BRIANZHOU,"EAST LANSING, MI, USA",SWEATY GENERALIST,25-34,ATHLETIC,,,,Need more Pace Breaker Short *Linerless,1/5/16,I love the Pace Breaker Short lintless short. It is one of my favorite shorts to wear to the gym. I hope that lulumemon will bring back the black Pace Breaker Short lintless short. It has been out of stock for awhile. I am waiting the order more. Please restock the Pace Breaker Short lintless short. Thanks,,,1,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,5 out of 5,SULTANOFSPIN,"CHARLOTTE, NC",SWEATY GENERALIST,25-34,ATHLETIC,"fit, no liner",color selection,,Best Shorts Lulu Makes,12/16/15,"Title says it all. These are hands down the best shorts that Lulu makes. My only complaint about the other pacebreaker shorts that I've been wearing for years was the liner. The seam down the middle of the front in the liner of the others was ungodly huge and chafed me like crazy in the most sensitive of areas, so I had to start cutting out the liners so I could wear underwear underneath. Lo and behold, Lulu answered my prayers and came out with these. They're perfect for pretty much any activity. They're a great length - not too short and not too long - and they are very lightweight and comfortable. Fit true to size as well. Some other shorts with the elastic waist band tend to run a little small. For reference, I'm 6'1"" with a 33"" waist and go with a L in these. I wear them for spin, running, lifting, or when I want to throw on something quick and comfortable to run around. Lulu, you've got a winner here.",,,1,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,5 out of 5,LUSTYDUSTY,"DEL RIO, TX 78840, USA",SWEATY GENERALIST,25-34,ATHLETIC,"no liner, sits right above the knee",,,Love the linerless,12/14/15,"I've been wearing Pacebreaker shorts for years. They are the only workout shorts I wear. I bought my first pair of the Linerless Pacebreaker shorts a couple weeks ago, and loved them so much, I had to buy a second pair. I always wear a boxer jock underneath my shorts, even though the regular Pacebreakers come with the boxer brief liner. I feel like the Linerless Pacebreakers fit a little better because I have the boxer jock underneath. I normally wear size Large in the Pacebreaker, but had to go down to medium in the Linerless. Just food for thought.",,,1,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,5 out of 5,DREWCROSSFIT,"CLEVELAND, OH, USA",SWEATY GENERALIST,25-34,ATHLETIC,,,,Pacebreaker Linerless,9/30/15,"These shorts are awesome! The Pacebreaker is my favorite workout short, and it's nice to have the linerless option. I prefer them to the Pacebreaker short with the liner. The fit is very similar, although I would say the linerless version is a bit slimmer and slightly less stretchy than the standard lined version. Despite these difference, I still wear the same size in both, L. I'm 6'2"", 200 lbs.",,,1,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,5 out of 5,NETWOLF,US,SWEATY GENERALIST,45-54,ATHLETIC,"linerless, iphone pocket","current colors, current patterns",,Best Lululemon Shorts,8/25/15,"I own a lot of Lululemon shorts and I have to say that the Pace Breaker Linerless are the best of the bunch. My only complaint is that they are hard to find and that they need more colors, especially plain Black or Camo Black. I would replace every pair of Lululemon shorts I have with the linerless IF they would come out with more colors.",,,20,0
"Pace Breaker Short 9""
Linerless",68,4.1 out of 5,4 out of 5,BW13962,,,25-34,ATHLETIC,,,just right,Great Shorts,12/9/14,"Love this shorts. I'm a former sprinter turned crossfitter, and I have trouble finding shorts to fit my muscular build, but these fit really well. I really like the versatility of not having a liner. Hope Lulu comes out with more of these.",,,20,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,CSINVESTOR,"SAN FRANCISCO, CA, USA",RUNNER,35-44,SOLID,,,,You ruined a great product...again!,8/2/18,"I've been wearing PaceBreaker shorts for years, and I have at least six different pairs. The original PaceBreakers are long-lasting, comfortable and great looking.",3-Aug-18,"Hey CSInvestor,

We’re writing to follow up on your recent review. We want your gear to support your sweatiest pursuits and it sounds like your ITEM NAME isn’t up to the task. We’d love to turn this around and get you into gear that works for you. Feel free to give us a call at the Guest Education Centre (GEC) at 1.877.263.9300, or start a chat with us on our website. We’re open Monday-Friday 5am-9pm PST and Saturday-Sunday 6am-6pm PST.",1,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,DELICIOUS,,,,,,,,Pace Breaker sizing,8/1/18,"For years these have been my favorite shorts! However, the last couple of times I’ve ordered them I have returned them. I don’t care for the new liners which I find uncomfortable, and the sizing/cut of the short has changed. I always wore a size small, but now small are too small and medium are too big.",1-Aug-18,"Dear Delicious,

Thank you for taking the time to share your feedback with us. We are sorry to hear your shorts aren't performing for you, and we would love to help. Give us a call at our Guest Education Centre (1.877.263.9300) or jump on Live Chat to speak directly with an educator. We look forward to speaking with you soon!",1,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,5 out of 5,DAVEYINMASS,"MASSACHUSETTS, USA",SWEATY GENERALIST,45-54,CURVY,inner liner and zippered pocket,,,Best running shorts ever,7/31/18,"These are the best running and active work out shorts ever. I have four pair. The inner liner is like a built in compression short. It’s holds all the boys in comfortably while allowing movement for yoga, running and boot camp. The little side zippered pocket holds a car key, license and a few bucks. I love these shorts!",,,1,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,SMW723,"NEW JERSEY, USA",SWEATY GENERALIST,25-34,ATHLETIC,,liner,,"Out With the New, In With the Old, or Just Try Again",7/31/18,"I loved the old Pace Breaker liners. They were truly the comfiest liner this store had ever put out. Unfortunately, with the advent of the OMM liner, the short took a drastic drop. I only ever wear Pace Breakers, and I prefer ones with liner so I don't have to buy underwear to go along with it, but after trying to like the OMM liner I just can't. It is incredibly tight, rides up and gets stuck, and is far too compressive. The reason I preferred the old liner was the relative loose quality, whereas when lululemon used luxtreme as a liner it was unbelievable tight. Hopefully I will be able to go into the store and have the liners removed, however I am disappointed that I lost money because I paid for the liner, and now need to have the liner removed.",1-Aug-18,"Hi smw723,
Thanks for reaching out and providing this feedback for us. We want you to know, feedback is at the heart of everything we do, and we'd love to make this experience right for you. Hang tight for an email coming your way! Chat soon.",1,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,SANDIEGOQUINN,SAN DIEGO,SWEATY GENERALIST,25-34,MUSCULAR,"looked great, breathable liner","liner rides up thigh, material of liner, shorts fit more narrow in hips than old version",,Love Pacebreakers. Updated version don't love,7/30/18,"I own about 12 pairs of 9"" sizeLarge original pace breakers with liners. LOVE THE SHORTS, wear them every day! Have loved them for 10 years! Bought 2 of the 'updated' versions last week. Did not try them on, bought sizeLARGE like always, and they do not fit like the they used to. The shorts are definitely narrower in the hip area. And the liner fits completely different. I always loved the way the old liner was soft, comfortable, moderately supportive, and would not ride up. These are the opposite: more rough, much tighter and less comfortable, and ride up a lot! Sizing up to XL may solve the problem, but I still don't know if I'm going to like the material of the liner, it's rough. I hope the sizing and material gets closer to what the shorts were. They were pretty much perfect. Now they're far from it.",31-Jul-18,"Dear SanDiegoQuinn,

We appreciate you taking the time to share your feedback with us. Oh no, I'm sorry to hear your gear isn't performing as expected—I can understand the disappointment. We'll be following up via email to discuss this further. Speak soon!",1,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,3 out of 5,BLAZINGSADDLES,CT,CYCLIST,45-54,ATHLETIC,quality,inconsistent sizing,,Frustrating,7/30/18,"In characteristic form, Lululemon does well with a product line, and, along the way, makes changes that ruin what it once was. They changed the style of the Pacebreaker short, at one time fitting just right, only now not fitting well at all. Of course I assumed the style I bought only about a year ago might not have changed, but no. I can’t return because I removed tags and gave them an initial wash. I just wish they would be more consistent with their products.",31-Jul-18,"Dear BlazingSaddles,

We appreciate you taking the time to share your feedback with us. I'm sorry to hear your gear isn't performing as expected—I can understand the disappointment. We'll be following up via email to discuss this further. Speak soon!",1,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,LAX4LIFE,,,,,,,,Why change a good thing?,7/29/18,"Just purchased the ""updated"" short, after purchasing at least 5 pairs of the pre-update version.",31-Jul-18,"Dear lax4life,

We're sorry to read of your recent experience and would love to discuss this further. Please be sure to give us a call at our Guest Education Centre on 1.877.263.9300 or you can always start a Live Chat with us on our website. We look forward to hearing from you.",1,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,2 out of 5,TRAINERALEX,"CHICAGO, IL, USA",SWEATY GENERALIST,18-24,ATHLETIC,"color, style","liner, fit",,New Liner Very Uncomfortable,7/24/18,"After purchasing many different Lululemon products and raving about how comfortable they are to friends, I am very disappointed in the newest update to the liner of these shorts. These are my 4th pair of Pace Breaker Shorts and the first of the updated liner. The liner is very tight to my legs and they ride up my thigh throughout the day. I find myself constantly pulling the liner down because they ride up. I never had this issue with my previous three pairs of Pace Breaker's. I have recommended these shorts to many friends and do not want to lead them into discomfort. Please go back to the original liner!",,,1,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,3 out of 5,ACTIVEDAD,"KNOXVILLE, TN, USA",SWEATY GENERALIST,35-44,SOLID,"high quality fabric, pockets, roominess without baggie-ness, length, perfect amount of strech",new liner,,"Good, but not great",7/23/18,"I've tried Patagonia, Manduka, Vuori, Rhone and MPG. The Pacebreaker is by far the most comfortable option. I'm 6'"", 225lbs and I wear the XL for my large thighs. The roominess is perfect as is the length (not too baggie, not too long). The pockets and vents are the best in the biz. However, I agree that the new liner rides up more than the non-updated Pacebreaker. The updated liner feels more like a brief than a boxer brief. But it vents better. Just leaves the boys feeling a little too squeezed or at least more than I prefer. Hoping Lululemon can continue to refine and improve the pacebreaker because it is best shorts a man can own. I wear my pacebreakers to do everything in (run, workout, yoga, run errands, soccer, etc.).",,,3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,TYLERV,"OTTAWA, ON, CANADA",SWEATY GENERALIST,25-34,LEAN,,liner!,,Poor Liner Update,7/21/18,"I own 4 pairs on the old pace breakers and wear them daily.
I bought a pair of the updated pace breakers and a, very disappointed with the OOM Liner.
Please bring back the old liner! I will be returning this purchase",22-Jul-18,"Hey Tylerv,

Thanks for taking the time to pass along some feedback on the Pace Breaker Short 9"" Updated. I'm sorry to hear the new liner does not work out for you. Keep an eye out for an email headed your way. Chat soon!",3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,JAREDJ,,,,,,everything,,Lululemon turned these shorts into garbage...,7/20/18,"If i could have given these shorts zero stars I would have. I own 8 pairs of the older style and wear them about everyday. I bought three new pair of the ""poorly updated"" ones assuming they would be the same but I was horribly mistaken. The liner is absolutely horrendous and the shorts are also longer than the older style. Why on earth would you change such a quality product...",21-Jul-18,"Hi JaredJ,

Thanks for taking the time to share your experience with the Pace Breaker Short 9"" Updated. We want you to know, feedback is at the heart of everything we do, and we'd love to make this experience right for you. Hang tight for an email coming your way! Chat soon.",3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,DOCJUNIOR,"LOS ANGELES, CA, USA",SWEATY GENERALIST,25-34,ATHLETIC,,"liner, cut, pockets, material",,Bring back the old model,7/18/18,"The new ""updated"" pace breakers are definitely a downgrade. The cut is not as comfortable. The pockets are set up differently and bow out tremendously. The liner is pretty uncomfortable and tight (and I have chicken legs). The material is way off too. Fingers crossed lulu aborts and goes back to the old ones!",22-Jul-18,"Hey Lada90,

Thanks for taking the time to share your feedback with us. I'm sorry to hear the updated liner does not work out for you. We'd love to resolve this for you so please give us a call at our Guest Education Centre (1.877.263.9300) or jump on Live Chat to speak directly with an educator. We look forward to speaking with you soon!",3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,REALHORN55,"AUSTIN, TX, USA",SWEATY GENERALIST,25-34,ATHLETIC,available in white,liner,,BAD liner,7/16/18,loved the prior version of these shorts. the new liner is SO UNCOMFORTABLE in so many ways. Don't buy this version- IMO.,,,3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,JEARBEAR,"KANSAS CITY, MO",SWEATY GENERALIST,35-44,ATHLETIC,pattern,"liner, waistband",,New Liner Is Not Good,7/16/18,"I knew they updated the liner to the new OOM. I went to the store and picked up a new pair without trying on since I already own 4 pairs. When I put on at home for a workout I could barely fit them on. It's as if the liner was a size Small with the shorts being a Medium. I immediately returned them and exchanged for the Pace Breaker Linerless. I still do not like the new waistband as it feels too tight compared to the older (better) version, but it's better than nothing. Unfortunately, will look to other brands in the future.",,,3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,2 out of 5,GKNYC,"NEW YORK, NY, USA",RUNNER,35-44,SLIM,,"liner mesh, higher waistband, smaller pocket",,Miss the old design,7/14/18,"I switched solely to these shorts many years ago and love them. However, the new design has ruined them! The liner is uncomfortable, too tight and rides up; the waistband seems to have gotten higher so they sit uncomfortably high on my waist; the side pocket is now smaller and doesn't fit my phone; the material feels thinner, but not in a good way. Please bring back the old design so I don't have to find a new go-to workout short, lulu!",14-Jul-18,"Hey GKNYC.

Thanks for taking the time to pass along some feedback on the Updated Pace Breaker Short 9"". I'm sorry to hear the changes on the short are causing you discomfort. Keep an eye out for an email headed your way. Chat soon!",3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,5 out of 5,ZENGARDEN,"TAMPA, FL, USA",SWEATY GENERALIST,25-34,LEAN,"fit, style, flexibility",price could be better,,Literally Life Changing Shorts,7/12/18,I'm so glad I tried these! My sister who teaches yoga has been raving about Lululemon for a long time and I'm glad I finally caved.,,,3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,RALPH,HALIFAX NS,SWEATY GENERALIST,18-24,ATHLETIC,colour,"liner, fit",,SourGrapes,7/11/18,"Have had many pairs of the original pace-breakers was due for a new pair when I purchased a pair of these in blue. Was disappointed when I received the new updated ones as,
1. The shorts are now more fitted around the thigh and butt making the fit/sizing very different. It also makes them much more revealing if you know what I mean...
2. The new liner is far too tight ( felt like putting on a mesh speedo) and rides up from the second you put them on. Makes movement more restricted, I actually felt relieved to take them off.
3. The zippered pocket was moved and made smaller (no longer fits an iPhone)",13-Jul-18,"Hi Ralph,
Thanks for taking the time to connect. It's not good to hear that your shorts are not performing as expected. I've sent an email your way so we can help you find a fix. Talk soon!",3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,CATESTATE,"TENNESSEE, USA",SWEATY GENERALIST,35-44,ATHLETIC,,the liner,,why did you ruin the best shorts ever?,7/10/18,"The new ""updated"" liner ruins the pace breaker. It's too tight, doesn't flex as much and the liner continuously rides up. The old liner was the discriminator that made me switch to exclusively wearing them. (to workout, under slacks to work, etc...)",11-Jul-18,"Dear CateState,

Thank you for taking the time to share your feedback with us. I am sorry to hear that the new liner in our Pace Breaker Short 9"" *Updated is not performing for you. Keep an eye out for an email coming your way. Chat Soon!",3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,PASKER17,"TEXAS, USA",SWEATY GENERALIST,45-54,ATHLETIC,,,,Bad Liner,7/9/18,"This is my fourth pair of pacer shorts, the liner on the old version is flawless, I use them for crossfit and tennis. The liner on the updated version is too tight and it rides up.",,,3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,5 out of 5,ANDY123,OTTAWA,CYCLIST,55-65,ATHLETIC,"style, tapered, liner",keep the same style liner but not in mesh.,,Great shorts so far,7/9/18,"I love this upgrade. The liner is very comfortable and supports well. However, I am not convinced that the ""mesh"" liner will last long. The shorts fit so much better than the previous version (of which I have several pairs). They are more tapered and stylish. The ""Swift"" fabric is lightweight and comfortable. I will be buying more. It is the first item ever that I have seen without the Lululemon logo - not sure why?",21-Jul-18,"Hey BringBack,

Thank you for taking the time to share your feedback with us. It’s a bummer to hear that the updated version wasn't what you expected. Give us a call at our Guest Education Centre (1 877 263 9300) or jump on Live Chat to speak directly with an educator. We look forward to speaking with you soon!",3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,MONTANACYCLER,"BOZEMAN, MT, USA",CYCLIST,25-34,SOLID,,"not durable, not comfortable",,New liner is awful,7/8/18,I'm very disappointed with the quality of these shorts. I've worn the shorts for 1 workout and there are already holes in the new mesh liner. The new liner is also very tight and not comfortable. I own about five pairs of the old liner Pace Breaker shorts and they are my favorite shorts to run and work out in. I would not recommend these new shorts if you are expecting the quality and comfort of the old liner.,9-Jul-18,"Dear montanacycler,

Thank you for taking the time to share your feedback with us. I am sorry to hear that the new liner in the Pace Breaker Short 9"" *Updated isn't up to task. Keep an eye out for an email coming your way. Chat Soon!",3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,SDDETZLER,"CHICAGO, IL, USA",,,,,liner,,DON’T BUY,7/8/18,"My hubby is a devoted pacebreaker user. Until the “updated” version came out! The liner is like spanx for men...
This is a step backwards for lululemon. Please bring back the old liner....
We returned them to the store today..the associate was super helpful, but the fix was to exchange for a liner less pair accompanied with boxer briefs...what? Now hubs has to put on two items instead of one....
This won’t work in the long run...he travels and less is more always. Thanks for changing something that didn’t need fixing...",,,3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,JONL18,"CALGARY, AB, CANADA",SWEATY GENERALIST,25-34,ATHLETIC,,,,Awful new liner,7/3/18,"I have about ten pairs of the old ones which I loved, picked these up the other day not knowing they have the new liner. The new liner in so tight I could barley get them past my thighs, as a hockey player I loved how much room the old shorts fit but these I am not a fan of.",4-Jul-18,"Hey Joni18,


Thank you for taking the time to share your feedback with us. We stand behind the quality of our gear, and we’d like to work with you towards a fix. We'll be following up via email to discuss this further. Speak soon!",3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,SOAMELT,"BOCA RATON, FL, USA",SWEATY GENERALIST,35-44,ATHLETIC,everything but the liner,liner,,New OOM liner ruined a once great short,6/25/18,"This was my eighth pair of Pace Breaker shorts which were my go to workout shorts. They took a great and comfortable liner and made it god awful. First off, the liner is much tighter and doesn't have the stretch that any of the previous liners had. Not good for people that have quads. Secondly, the liner is not nearly as soft as they used to be (the legs are now mesh). Third, the seams are rougher and now chafe my legs. Lastly, the liners now ride up, so I am constantly adjusting.",25-Jun-18,"Hey soamelt,

Thank you for taking the time to share your feedback with us.I completely understand why you're disappointed with this and I'd love to help turn this around. I'm going to follow this up with an email that outlines how to move towards a resolution.",3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,DBODBODBO,,,,,"color, length",the liner,,The new liner is horrible,6/22/18,"I actually bought these in the store (my 4th pair over the past 5 years) and came on to the website to check the reviews to find out if people are having the same issues with the new liner that I am. Turns out, they are. In short (no pun intended), the new liner continually rides up and is far less comfortable than any previous liner. I constant have to adjust it. I won't buy another pair until they change this terrible liner.",23-Jun-18,"Dear DBoDBoDBo,

Thanks for making time to leave a review. We stand behind the quality of our product, and we want to ensure that you're in gear that is performing well for you. I hear that this is not the case and would like to work with you to create a resolution.

We have sent you an email outlining a few options.",3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,JIMB55,"AUSTIN, TX, USA",RUNNER,35-44,ATHLETIC,color,liner,,The messed it up,6/20/18,This was the greatest short ever till they screwed it up. The liner is to high and uncomfortable. Dont waste your money on these,,,3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,MTPAWLI,"CHICAGO, IL, USA",SWEATY GENERALIST,25-34,MUSCULAR,"color, length",liner,,New Liner is Terrible,6/20/18,"I own a couple pairs of the of Lululemon Shorts and they are comfortable. My favorite are the short liner-less. I have a older version of the pace breaker and the lining was fine. I decided to buy the white pair of shorts for summer and the store associate said they changed the liner for the better. After just one wear the liner was riding up and was very uncomfortable. Constantly adjusting at the gym. Bring back the old liner.
.",,,3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,DANATC02ANNAPOLIS,"ANNAPOLIS, MD, USA",SWEATY GENERALIST,35-44,MUSCULAR,hidden pocket,liner,,New Liner Uncomfortable,6/20/18,I own a couple pairs of the older version of the Pace Breaker shorts and they are very comfortable. I am a convert from UA and really like Lululemon products.,20-Jun-18,"We appreciate you taking the time to share your feedback with us.
I'm sorry to hear of the riding liner that you're experiencing on your shorts and can understand why you're not pleased. To carry on this conversation, we've sent you a follow up email.",3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,5 out of 5,THEANTLEREDONE,"MESA, AZ, USA",SWEATY GENERALIST,25-34,ATHLETIC,"fit, ventilation, colors, soft material",,,Very Comfortable,6/19/18,"I've never purchased workout shorts with a liner before and was a bit skeptical, but these are now my favorite shorts to wear to the gym. I'm apparently in the minority here, but I like the liner. It is maybe a tad bit tight in the thighs, but overall it is comfortable and stays cool. I'm between L and XL, and went with XL on these, L was too tight. My recommendation would be slightly more room in the thighs with the liner (or a bit more stretchy liner).",,,3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,WILLBREN28,SAN FRANCISCO,SWEATY GENERALIST,25-34,ATHLETIC,,"new liner is awful, odd fit perhaps because of new liner",,New liner is TERRIBLE,6/17/18,"The old pace breaker shorts were a savior: I LOVE them and own about eight pairs. One day, about a month ago, I walked into a lululemon store and thought I'd add a ninth. Walked in, forked over by $70, left for home.",18-Jun-18,"Hi willbren28,
Thanks for taking the time to share this feedback. It's not good to hear that the liner if the Pace Breaker Short is not working out for you. We'd love to help turn this around. Give us a call at our Guest Education Centre (1.877.263.9300) or jump on Live Chat to speak directly with an educator. We look forward to speaking with you soon!",3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,DENAVID,"DALLAS, TX, USA",SWEATY GENERALIST,35-44,ATHLETIC,,everything,,Downgrade,6/17/18,"I never write reviews, but when I got these today for Father’s Day, I was let down by the poor redesign. Having gone through (6) pairs of the non updated version, it’s sad a “staple” is gone. Skinny fit, poor / cheap liner, pockets that stick out, moved of the zipper pocket, and just feel cheap.",1-Jul-18,"Hey ShelbyNC,
Thanks for checking in! We stand behind our quality, and we’d like to work with you towards a solve. Please give us a ring at 1.877.263.9300 so we can make things right. Chat with you soon.",3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,TF4493,"BUFFALO, NY, USA",SWEATY GENERALIST,25-34,ATHLETIC,,update liner,,"""Updated"" Liner is worse",6/14/18,"I purchased a pair of pace breakers from the WMTM section trying to stock up on the old style liner, little to my knowledge the pair I ordered did have the ""updated"" liner. After reading the reviews of the new liner, I wanted to get more of the old liner. I already own 5 pairs of the old liner and love them. So when I received the shorts I tried them on and all of the reviews I read were right. The liner is too tight, much like T.H.E liner (which is why I buy liner less version of these). Very upset that Lululemon went in this direction with the pace breaker, I hope they bring back the old liner. If not I'll have to find a new favorite short.",,,3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,ABLOOD,"LOS ANGELES, CA, USA",RUNNER,25-34,ATHLETIC,,liners too tight,,Original Pacebreakers are much more comfortable,6/12/18,"I bought a pair of these hoping that the ""updated fit"" would be an upgrade, but I was sadly wrong. the liners in the updated fit are much less comfortable than the originals, and are far too restrictive and tight. the updated fit has the variety of patterns that I would like to continue to buy, however, as a loyal customer i won't buy any of them unless they are made for the original pacebreakers. I hope that you guys continue to produce the original pacebreakers with the new patterns.",,,3,0
"Pace Breaker Short
9"" Updated",68,1.8 out of 5,1 out of 5,CANADAGUYGUY,"TORONTO, ON, CANADA",SWEATY GENERALIST,45-54,LEAN,,"fabric, fit",,Unfortunate liner,6/11/18,"Had multiple pairs of the predecessor short and lived in them. Updated to the new short and they seemed perfectly fine when I quickly threw them on in the store but was mistaken when I went to work out. Firstly, as everyone else is saying, the mesh liner is horrible. both in fit and fabric. Second, the body fabric feels cheap unlike the old swift, I think that's what the called it, which was much more durable and didn't have the hand feel of a plastic bag.",12-Jun-18,"Hi CanadaGuyGUy,
Thanks for taking the time to connect with us. It's not good to hear that the liner is not working out for you. I'd love to help turn this experience around, so I've sent an email your way with some solutions. Talk soon!",3,0
