product,price,userRating,averageRating,username,userLocation,athleteType,ageRange,bodyType,likes,dislikes,fit,reviewTitle,reviewDate,reviewText,responseDate,responseText,Helpful,NotHelpful,reviewLength,category,categoryType
"Pace Breaker Short
9"" Updated",68,2.1,2,OLDGUY,,,,,,,,Something has changed,2018-08-11,I have purchased many pairs of thes shorts over the years and they have changed something because they fit very differently. And yes my other still fit just fine.,2018-08-11,"Hey Oldguy,

We're sorry to read of your recent experience and would love to discuss this further. Please be sure to give us a call at our Guest Education Centre on 1.877.263.9300 or you can always start a Live Chat with us on our website. We look forward to hearing from you.",1,0,162,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,4,BREAKER,"EL SEGUNDO, CA",CYCLIST,35-44,MUSCULAR,the look especially the white ones,"tight inner lining, the funky multicolored ones",,I like the old ones,2018-08-11,"Thess shorts use to be great. The new version has a super tight inner lining. I know they undersize woman’s stuff so only fit people wear it but come on, I’m an athletic guy and these are way too tight. Besides that, the look and function of the shorts are amazing. My fix was to stretch the lining until I heard it rip a bit.",2018-08-11,"Hey Breaker,

Thanks for reaching out and providing this feedback for us. I completely understand why you're disappointed with this and I'd love to help turn this around. We'd love to learn more and make things right for you, so keep an eye out for an email coming your way.",4,0,326,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,MRWA,,,,,,,,See through?,2018-08-11,Bottome of shorts below liner are almost see through. Shorts have a really weird look as ar result. Material needs to be less transparent.,2018-08-11,"Hey MrWa,

We appreciate you taking the time to share your feedback with us. We stand behind the quality of our product, and we want to ensure that you're in gear that is performing well for you. I hear that this is not the case and would like to work with you to create a resolution. Please be on the lookout for an email headed your way. It'll detail the next steps to take to resolve this.",0,0,138,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,5,TONOSAT,"SAN ANTONIO, TX, USA",SWEATY GENERALIST,35-44,SOLID,"trendy pattern, new pocket shape",run a bit smaller,,A classic,2018-08-10,"The colors / patterns are awesome. Keep in mind these *updated pace breaker shorts def run smaller so if you barely fit on a M, maybe L is a better choice!",,,0,0,155,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,BDHOR,"CHICAGO, IL",SWEATY GENERALIST,25-34,ATHLETIC,,"liner, pockets, fit",,Need a time capsule to go back and buy the old style,2018-08-10,I couldn’t agree more with others about this.,2018-08-11,"Hey BdHor,

Thanks for reaching out and providing this feedback for us. I completely understand why you're disappointed with this and I'd love to help turn this around. We'd love to learn more and make things right for you, so keep an eye out for an email coming your way.",3,0,45,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,LULULAMEMAN,"MINNEAPOLIS, MN, USA",SWEATY GENERALIST,35-44,ATHLETIC,,,,HORRIBLE LINER!!,2018-08-09,"New liner is awful. Super tight and restrictive specifically in the mid Quad. Very uncomfortable, I bought and tried on several others just to be sure it wasnt a specific batch. I returned both pair that I bought. Unfortunate because I really like the colorways in this batch. I also talk to several people at my gym that also agreed with me.
The previous liner was the best ever. Adding the cell phone pocket on the liner would be fine, but not worth sacrificing the comfort.
I assume anyone purchasing these shorts has decent quads, so c'mon Lulu, no one tested these out???",2018-08-10,"Hi lululameman,
Thanks for taking the time to connect with us. I completely understand why you're disappointed with this and I'd love to help turn this around. I'd love to lend a hand and help with some options, so I've sent an email to you outlining the next steps.",1,0,576,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,2,CROSSFITMAMANC,NC,SWEATY GENERALIST,35-44,ATHLETIC,color material,sizing differences,,"As usual, update means sizing is off",2018-08-09,"Bought these great looking shorts for my husband and of course the L didn’t fit. He has 6 other pace breakers in L and these pulled, because they were smaller in the hip area. These shorts are great but lulu “updates” are never a good thing, lol.",,,1,0,246,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,3,DBARNES,"ST. LOUIS, MO",SWEATY GENERALIST,35-44,ATHLETIC,material,fit,,Inconsistent product,2018-08-09,"I purchased a pair of these shorts two years ago and greatly enjoyed them. When the need came to pick up some new shorts, it didn't hesitate to order these again. Over the last two years, the product has changed. The legs are tighter and less comforting to move around in, the inseam is higher and feels uncomfortable to make athletic movements in. The fabric is the same, but the overall fit is far worse.",,,1,0,406,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,NICKR,"SAN DIEGO, CA, USA",RUNNER,25-34,ATHLETIC,,,,NOT what they used to be,2018-08-08,"These shorts aren't what they used to be. Uncomfortable lining fabric, and the cut has been changed. The pockets now flare out, it looks like there something in my pocket even though they are empty. Just the way the material is cut. I've always had medium pace breakers and now the medium are snug. The lining inside also doesn't feel great. Im also disappointed you guys changed the zip pocket to the other side?! Why? When Ive been so used to using one side do you have to switch this? I'm extremely disappointed in all my recent purchases from Lululemon, I started shopping you guys because you were always premium fabrics and fit, but now everything thing seems to be cheaper, it wears quicker, frays and the fit is terrible, and this is just another product you guys let go... I kinda thought I was the only one noticing, but after reading all these reviews its nice to know im not the only one experiencing this... What a shame Lululemon",2018-08-08,"Hi NickR,
We want you to know, feedback is at the heart of everything we do, and we'd love to make this experience right for you. We'll be following up via email to discuss this further. Speak soon!",1,0,943,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,CHASEDC,"WASHINGTON, DC, USA",SWEATY GENERALIST,25-34,ATHLETIC,,"liner, fit",,Updated Equals Downgraded | Terrible Liner,2018-08-07,"My first time wearing these shorts I made the mistake of working out legs. I figured after a warmup the liner would loosen its boa constrictor like hold of my thighs, I was wrong. The liner immediately made its way up my leg, chaffing, constricting and not staying in place. I have 5 x pairs of the old and supreme Pace Breaker - save your money.",2018-08-08,"Hi ChaseDC,
Thanks for reaching out and providing this feedback for us. We'd love to hear more of your experience with your Pace Breaker Short 9"" *Updated. Please be on the lookout for an email headed your way. It'll detail the next steps to take to resolve this.",3,0,346,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,4,MCCDUG,,CYCLIST,35-44,CURVY,,,,Good not great,2018-08-06,These are the first pair of lululemon shorts I’ve ever purchased. I really like everything except the liner. I use a peloton and have to pull the liner down every five minutes because it rises all the way up. I wish I would’ve gone with a pair that didn’t have a liner.,2018-08-07,"Hey Mccdug,

Thanks for reaching out and providing this feedback for us. I completely understand why you're disappointed with this and I'd love to help turn this around. We'd love to learn more and make things right for you, so keep an eye out for an email coming your way.",0,0,269,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,CSINVESTOR,"SAN FRANCISCO, CA, USA",RUNNER,35-44,SOLID,,,,You ruined a great product...again!,2018-08-02,"I've been wearing PaceBreaker shorts for years, and I have at least six different pairs. The original PaceBreakers are long-lasting, comfortable and great looking.",2018-08-03,"Hey CSInvestor,

We’re writing to follow up on your recent review. We want your gear to support your sweatiest pursuits and it sounds like your ITEM NAME isn’t up to the task. We’d love to turn this around and get you into gear that works for you. Feel free to give us a call at the Guest Education Centre (GEC) at 1.877.263.9300, or start a chat with us on our website. We’re open Monday-Friday 5am-9pm PST and Saturday-Sunday 6am-6pm PST.",4,0,163,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,DELICIOUS,,,,,,,,Pace Breaker sizing,2018-08-01,"For years these have been my favorite shorts! However, the last couple of times I’ve ordered them I have returned them. I don’t care for the new liners which I find uncomfortable, and the sizing/cut of the short has changed. I always wore a size small, but now small are too small and medium are too big.",2018-08-01,"Dear Delicious,

Thank you for taking the time to share your feedback with us. We are sorry to hear your shorts aren't performing for you, and we would love to help. Give us a call at our Guest Education Centre (1.877.263.9300) or jump on Live Chat to speak directly with an educator. We look forward to speaking with you soon!",6,0,304,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,5,DAVEYINMASS,"MASSACHUSETTS, USA",SWEATY GENERALIST,45-54,CURVY,inner liner and zippered pocket,,,Best running shorts ever,2018-07-31,"These are the best running and active work out shorts ever. I have four pair. The inner liner is like a built in compression short. It’s holds all the boys in comfortably while allowing movement for yoga, running and boot camp. The little side zippered pocket holds a car key, license and a few bucks. I love these shorts!",,,0,1,322,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,SMW723,"NEW JERSEY, USA",SWEATY GENERALIST,25-34,ATHLETIC,,liner,,"Out With the New, In With the Old, or Just Try Again",2018-07-31,"I loved the old Pace Breaker liners. They were truly the comfiest liner this store had ever put out. Unfortunately, with the advent of the OMM liner, the short took a drastic drop. I only ever wear Pace Breakers, and I prefer ones with liner so I don't have to buy underwear to go along with it, but after trying to like the OMM liner I just can't. It is incredibly tight, rides up and gets stuck, and is far too compressive. The reason I preferred the old liner was the relative loose quality, whereas when lululemon used luxtreme as a liner it was unbelievable tight. Hopefully I will be able to go into the store and have the liners removed, however I am disappointed that I lost money because I paid for the liner, and now need to have the liner removed.",2018-08-01,"Hi smw723,
Thanks for reaching out and providing this feedback for us. We want you to know, feedback is at the heart of everything we do, and we'd love to make this experience right for you. Hang tight for an email coming your way! Chat soon.",2,0,758,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,SANDIEGOQUINN,SAN DIEGO,SWEATY GENERALIST,25-34,MUSCULAR,"looked great, breathable liner","liner rides up thigh, material of liner, shorts fit more narrow in hips than old version",,Love Pacebreakers. Updated version don't love,2018-07-30,"I own about 12 pairs of 9"" sizeLarge original pace breakers with liners. LOVE THE SHORTS, wear them every day! Have loved them for 10 years! Bought 2 of the 'updated' versions last week. Did not try them on, bought sizeLARGE like always, and they do not fit like the they used to. The shorts are definitely narrower in the hip area. And the liner fits completely different. I always loved the way the old liner was soft, comfortable, moderately supportive, and would not ride up. These are the opposite: more rough, much tighter and less comfortable, and ride up a lot! Sizing up to XL may solve the problem, but I still don't know if I'm going to like the material of the liner, it's rough. I hope the sizing and material gets closer to what the shorts were. They were pretty much perfect. Now they're far from it.",2018-07-31,"Dear SanDiegoQuinn,

We appreciate you taking the time to share your feedback with us. Oh no, I'm sorry to hear your gear isn't performing as expected—I can understand the disappointment. We'll be following up via email to discuss this further. Speak soon!",2,0,815,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,3,BLAZINGSADDLES,CT,CYCLIST,45-54,ATHLETIC,quality,inconsistent sizing,,Frustrating,2018-07-30,"In characteristic form, Lululemon does well with a product line, and, along the way, makes changes that ruin what it once was. They changed the style of the Pacebreaker short, at one time fitting just right, only now not fitting well at all. Of course I assumed the style I bought only about a year ago might not have changed, but no. I can’t return because I removed tags and gave them an initial wash. I just wish they would be more consistent with their products.",2018-07-31,"Dear BlazingSaddles,

We appreciate you taking the time to share your feedback with us. I'm sorry to hear your gear isn't performing as expected—I can understand the disappointment. We'll be following up via email to discuss this further. Speak soon!",1,0,466,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,LAX4LIFE,,,,,,,,Why change a good thing?,2018-07-29,"Just purchased the ""updated"" short, after purchasing at least 5 pairs of the pre-update version.",2018-07-31,"Dear lax4life,

We're sorry to read of your recent experience and would love to discuss this further. Please be sure to give us a call at our Guest Education Centre on 1.877.263.9300 or you can always start a Live Chat with us on our website. We look forward to hearing from you.",3,0,96,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,2,TRAINERALEX,"CHICAGO, IL, USA",SWEATY GENERALIST,18-24,ATHLETIC,"color, style","liner, fit",,New Liner Very Uncomfortable,2018-07-24,"After purchasing many different Lululemon products and raving about how comfortable they are to friends, I am very disappointed in the newest update to the liner of these shorts. These are my 4th pair of Pace Breaker Shorts and the first of the updated liner. The liner is very tight to my legs and they ride up my thigh throughout the day. I find myself constantly pulling the liner down because they ride up. I never had this issue with my previous three pairs of Pace Breaker's. I have recommended these shorts to many friends and do not want to lead them into discomfort. Please go back to the original liner!",,,3,0,613,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,3,ACTIVEDAD,"KNOXVILLE, TN, USA",SWEATY GENERALIST,35-44,SOLID,"high quality fabric, pockets, roominess without baggie-ness, length, perfect amount of strech",new liner,,"Good, but not great",2018-07-23,"I've tried Patagonia, Manduka, Vuori, Rhone and MPG. The Pacebreaker is by far the most comfortable option. I'm 6'"", 225lbs and I wear the XL for my large thighs. The roominess is perfect as is the length (not too baggie, not too long). The pockets and vents are the best in the biz. However, I agree that the new liner rides up more than the non-updated Pacebreaker. The updated liner feels more like a brief than a boxer brief. But it vents better. Just leaves the boys feeling a little too squeezed or at least more than I prefer. Hoping Lululemon can continue to refine and improve the pacebreaker because it is best shorts a man can own. I wear my pacebreakers to do everything in (run, workout, yoga, run errands, soccer, etc.).",,,3,0,734,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,TYLERV,"OTTAWA, ON, CANADA",SWEATY GENERALIST,25-34,LEAN,,liner!,,Poor Liner Update,2018-07-21,"I own 4 pairs on the old pace breakers and wear them daily.
I bought a pair of the updated pace breakers and a, very disappointed with the OOM Liner.
Please bring back the old liner! I will be returning this purchase",2018-07-22,"Hey Tylerv,

Thanks for taking the time to pass along some feedback on the Pace Breaker Short 9"" Updated. I'm sorry to hear the new liner does not work out for you. Keep an eye out for an email headed your way. Chat soon!",6,0,216,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,JAREDJ,,,,,,everything,,Lululemon turned these shorts into garbage...,2018-07-20,"If i could have given these shorts zero stars I would have. I own 8 pairs of the older style and wear them about everyday. I bought three new pair of the ""poorly updated"" ones assuming they would be the same but I was horribly mistaken. The liner is absolutely horrendous and the shorts are also longer than the older style. Why on earth would you change such a quality product...",2018-07-21,"Hi JaredJ,

Thanks for taking the time to share your experience with the Pace Breaker Short 9"" Updated. We want you to know, feedback is at the heart of everything we do, and we'd love to make this experience right for you. Hang tight for an email coming your way! Chat soon.",6,0,380,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,DOCJUNIOR,"LOS ANGELES, CA, USA",SWEATY GENERALIST,25-34,ATHLETIC,,"liner, cut, pockets, material",,Bring back the old model,2018-07-18,"The new ""updated"" pace breakers are definitely a downgrade. The cut is not as comfortable. The pockets are set up differently and bow out tremendously. The liner is pretty uncomfortable and tight (and I have chicken legs). The material is way off too. Fingers crossed lulu aborts and goes back to the old ones!",2018-07-22,"Hey Lada90,

Thanks for taking the time to share your feedback with us. I'm sorry to hear the updated liner does not work out for you. We'd love to resolve this for you so please give us a call at our Guest Education Centre (1.877.263.9300) or jump on Live Chat to speak directly with an educator. We look forward to speaking with you soon!",5,0,310,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,REALHORN55,"AUSTIN, TX, USA",SWEATY GENERALIST,25-34,ATHLETIC,available in white,liner,,BAD liner,2018-07-16,loved the prior version of these shorts. the new liner is SO UNCOMFORTABLE in so many ways. Don't buy this version- IMO.,,,3,0,120,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,JEARBEAR,"KANSAS CITY, MO",SWEATY GENERALIST,35-44,ATHLETIC,pattern,"liner, waistband",,New Liner Is Not Good,2018-07-16,"I knew they updated the liner to the new OOM. I went to the store and picked up a new pair without trying on since I already own 4 pairs. When I put on at home for a workout I could barely fit them on. It's as if the liner was a size Small with the shorts being a Medium. I immediately returned them and exchanged for the Pace Breaker Linerless. I still do not like the new waistband as it feels too tight compared to the older (better) version, but it's better than nothing. Unfortunately, will look to other brands in the future.",,,4,0,531,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,2,GKNYC,"NEW YORK, NY, USA",RUNNER,35-44,SLIM,,"liner mesh, higher waistband, smaller pocket",,Miss the old design,2018-07-14,"I switched solely to these shorts many years ago and love them. However, the new design has ruined them! The liner is uncomfortable, too tight and rides up; the waistband seems to have gotten higher so they sit uncomfortably high on my waist; the side pocket is now smaller and doesn't fit my phone; the material feels thinner, but not in a good way. Please bring back the old design so I don't have to find a new go-to workout short, lulu!",2018-07-14,"Hey GKNYC.

Thanks for taking the time to pass along some feedback on the Updated Pace Breaker Short 9"". I'm sorry to hear the changes on the short are causing you discomfort. Keep an eye out for an email headed your way. Chat soon!",3,0,440,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,5,ZENGARDEN,"TAMPA, FL, USA",SWEATY GENERALIST,25-34,LEAN,"fit, style, flexibility",price could be better,,Literally Life Changing Shorts,2018-07-12,I'm so glad I tried these! My sister who teaches yoga has been raving about Lululemon for a long time and I'm glad I finally caved.,,,0,0,131,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,RALPH,HALIFAX NS,SWEATY GENERALIST,18-24,ATHLETIC,colour,"liner, fit",,SourGrapes,2018-07-11,"Have had many pairs of the original pace-breakers was due for a new pair when I purchased a pair of these in blue. Was disappointed when I received the new updated ones as,
1. The shorts are now more fitted around the thigh and butt making the fit/sizing very different. It also makes them much more revealing if you know what I mean...
2. The new liner is far too tight ( felt like putting on a mesh speedo) and rides up from the second you put them on. Makes movement more restricted, I actually felt relieved to take them off.
3. The zippered pocket was moved and made smaller (no longer fits an iPhone)",2018-07-13,"Hi Ralph,
Thanks for taking the time to connect. It's not good to hear that your shorts are not performing as expected. I've sent an email your way so we can help you find a fix. Talk soon!",1,0,606,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,CATESTATE,"TENNESSEE, USA",SWEATY GENERALIST,35-44,ATHLETIC,,the liner,,why did you ruin the best shorts ever?,2018-07-10,"The new ""updated"" liner ruins the pace breaker. It's too tight, doesn't flex as much and the liner continuously rides up. The old liner was the discriminator that made me switch to exclusively wearing them. (to workout, under slacks to work, etc...)",2018-07-11,"Dear CateState,

Thank you for taking the time to share your feedback with us. I am sorry to hear that the new liner in our Pace Breaker Short 9"" *Updated is not performing for you. Keep an eye out for an email coming your way. Chat Soon!",2,0,249,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,PASKER17,"TEXAS, USA",SWEATY GENERALIST,45-54,ATHLETIC,,,,Bad Liner,2018-07-09,"This is my fourth pair of pacer shorts, the liner on the old version is flawless, I use them for crossfit and tennis. The liner on the updated version is too tight and it rides up.",,,2,0,180,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,5,ANDY123,OTTAWA,CYCLIST,55-65,ATHLETIC,"style, tapered, liner",keep the same style liner but not in mesh.,,Great shorts so far,2018-07-09,"I love this upgrade. The liner is very comfortable and supports well. However, I am not convinced that the ""mesh"" liner will last long. The shorts fit so much better than the previous version (of which I have several pairs). They are more tapered and stylish. The ""Swift"" fabric is lightweight and comfortable. I will be buying more. It is the first item ever that I have seen without the Lululemon logo - not sure why?",2018-07-21,"Hey BringBack,

Thank you for taking the time to share your feedback with us. It’s a bummer to hear that the updated version wasn't what you expected. Give us a call at our Guest Education Centre (1 877 263 9300) or jump on Live Chat to speak directly with an educator. We look forward to speaking with you soon!",1,1,419,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,MONTANACYCLER,"BOZEMAN, MT, USA",CYCLIST,25-34,SOLID,,"not durable, not comfortable",,New liner is awful,2018-07-08,I'm very disappointed with the quality of these shorts. I've worn the shorts for 1 workout and there are already holes in the new mesh liner. The new liner is also very tight and not comfortable. I own about five pairs of the old liner Pace Breaker shorts and they are my favorite shorts to run and work out in. I would not recommend these new shorts if you are expecting the quality and comfort of the old liner.,2018-07-09,"Dear montanacycler,

Thank you for taking the time to share your feedback with us. I am sorry to hear that the new liner in the Pace Breaker Short 9"" *Updated isn't up to task. Keep an eye out for an email coming your way. Chat Soon!",2,0,413,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,SDDETZLER,"CHICAGO, IL, USA",,,,,liner,,DON’T BUY,2018-07-08,"My hubby is a devoted pacebreaker user. Until the “updated” version came out! The liner is like spanx for men...
This is a step backwards for lululemon. Please bring back the old liner....
We returned them to the store today..the associate was super helpful, but the fix was to exchange for a liner less pair accompanied with boxer briefs...what? Now hubs has to put on two items instead of one....
This won’t work in the long run...he travels and less is more always. Thanks for changing something that didn’t need fixing...",,,1,0,525,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,JONL18,"CALGARY, AB, CANADA",SWEATY GENERALIST,25-34,ATHLETIC,,,,Awful new liner,2018-07-03,"I have about ten pairs of the old ones which I loved, picked these up the other day not knowing they have the new liner. The new liner in so tight I could barley get them past my thighs, as a hockey player I loved how much room the old shorts fit but these I am not a fan of.",2018-07-04,"Hey Joni18,


Thank you for taking the time to share your feedback with us. We stand behind the quality of our gear, and we’d like to work with you towards a fix. We'll be following up via email to discuss this further. Speak soon!",5,1,275,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,SOAMELT,"BOCA RATON, FL, USA",SWEATY GENERALIST,35-44,ATHLETIC,everything but the liner,liner,,New OOM liner ruined a once great short,2018-06-25,"This was my eighth pair of Pace Breaker shorts which were my go to workout shorts. They took a great and comfortable liner and made it god awful. First off, the liner is much tighter and doesn't have the stretch that any of the previous liners had. Not good for people that have quads. Secondly, the liner is not nearly as soft as they used to be (the legs are now mesh). Third, the seams are rougher and now chafe my legs. Lastly, the liners now ride up, so I am constantly adjusting.",2018-06-25,"Hey soamelt,

Thank you for taking the time to share your feedback with us.I completely understand why you're disappointed with this and I'd love to help turn this around. I'm going to follow this up with an email that outlines how to move towards a resolution.",7,0,485,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,DBODBODBO,,,,,"color, length",the liner,,The new liner is horrible,2018-06-22,"I actually bought these in the store (my 4th pair over the past 5 years) and came on to the website to check the reviews to find out if people are having the same issues with the new liner that I am. Turns out, they are. In short (no pun intended), the new liner continually rides up and is far less comfortable than any previous liner. I constant have to adjust it. I won't buy another pair until they change this terrible liner.",2018-06-23,"Dear DBoDBoDBo,

Thanks for making time to leave a review. We stand behind the quality of our product, and we want to ensure that you're in gear that is performing well for you. I hear that this is not the case and would like to work with you to create a resolution.

We have sent you an email outlining a few options.",7,0,430,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,JIMB55,"AUSTIN, TX, USA",RUNNER,35-44,ATHLETIC,color,liner,,The messed it up,2018-06-20,This was the greatest short ever till they screwed it up. The liner is to high and uncomfortable. Dont waste your money on these,,,7,1,128,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,MTPAWLI,"CHICAGO, IL, USA",SWEATY GENERALIST,25-34,MUSCULAR,"color, length",liner,,New Liner is Terrible,2018-06-20,"I own a couple pairs of the of Lululemon Shorts and they are comfortable. My favorite are the short liner-less. I have a older version of the pace breaker and the lining was fine. I decided to buy the white pair of shorts for summer and the store associate said they changed the liner for the better. After just one wear the liner was riding up and was very uncomfortable. Constantly adjusting at the gym. Bring back the old liner.
.",,,4,0,433,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,DANATC02ANNAPOLIS,"ANNAPOLIS, MD, USA",SWEATY GENERALIST,35-44,MUSCULAR,hidden pocket,liner,,New Liner Uncomfortable,2018-06-20,I own a couple pairs of the older version of the Pace Breaker shorts and they are very comfortable. I am a convert from UA and really like Lululemon products.,2018-06-20,"We appreciate you taking the time to share your feedback with us.
I'm sorry to hear of the riding liner that you're experiencing on your shorts and can understand why you're not pleased. To carry on this conversation, we've sent you a follow up email.",5,0,158,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,5,THEANTLEREDONE,"MESA, AZ, USA",SWEATY GENERALIST,25-34,ATHLETIC,"fit, ventilation, colors, soft material",,,Very Comfortable,2018-06-19,"I've never purchased workout shorts with a liner before and was a bit skeptical, but these are now my favorite shorts to wear to the gym. I'm apparently in the minority here, but I like the liner. It is maybe a tad bit tight in the thighs, but overall it is comfortable and stays cool. I'm between L and XL, and went with XL on these, L was too tight. My recommendation would be slightly more room in the thighs with the liner (or a bit more stretchy liner).",,,0,0,458,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,WILLBREN28,SAN FRANCISCO,SWEATY GENERALIST,25-34,ATHLETIC,,"new liner is awful, odd fit perhaps because of new liner",,New liner is TERRIBLE,2018-06-17,"The old pace breaker shorts were a savior: I LOVE them and own about eight pairs. One day, about a month ago, I walked into a lululemon store and thought I'd add a ninth. Walked in, forked over by $70, left for home.",2018-06-18,"Hi willbren28,
Thanks for taking the time to share this feedback. It's not good to hear that the liner if the Pace Breaker Short is not working out for you. We'd love to help turn this around. Give us a call at our Guest Education Centre (1.877.263.9300) or jump on Live Chat to speak directly with an educator. We look forward to speaking with you soon!",4,0,216,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,DENAVID,"DALLAS, TX, USA",SWEATY GENERALIST,35-44,ATHLETIC,,everything,,Downgrade,2018-06-17,"I never write reviews, but when I got these today for Father’s Day, I was let down by the poor redesign. Having gone through (6) pairs of the non updated version, it’s sad a “staple” is gone. Skinny fit, poor / cheap liner, pockets that stick out, moved of the zipper pocket, and just feel cheap.",2018-07-01,"Hey ShelbyNC,
Thanks for checking in! We stand behind our quality, and we’d like to work with you towards a solve. Please give us a ring at 1.877.263.9300 so we can make things right. Chat with you soon.",1,0,296,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,TF4493,"BUFFALO, NY, USA",SWEATY GENERALIST,25-34,ATHLETIC,,update liner,,"""Updated"" Liner is worse",2018-06-14,"I purchased a pair of pace breakers from the WMTM section trying to stock up on the old style liner, little to my knowledge the pair I ordered did have the ""updated"" liner. After reading the reviews of the new liner, I wanted to get more of the old liner. I already own 5 pairs of the old liner and love them. So when I received the shorts I tried them on and all of the reviews I read were right. The liner is too tight, much like T.H.E liner (which is why I buy liner less version of these). Very upset that Lululemon went in this direction with the pace breaker, I hope they bring back the old liner. If not I'll have to find a new favorite short.",,,4,0,650,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,ABLOOD,"LOS ANGELES, CA, USA",RUNNER,25-34,ATHLETIC,,liners too tight,,Original Pacebreakers are much more comfortable,2018-06-12,"I bought a pair of these hoping that the ""updated fit"" would be an upgrade, but I was sadly wrong. the liners in the updated fit are much less comfortable than the originals, and are far too restrictive and tight. the updated fit has the variety of patterns that I would like to continue to buy, however, as a loyal customer i won't buy any of them unless they are made for the original pacebreakers. I hope that you guys continue to produce the original pacebreakers with the new patterns.",,,3,0,490,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,CANADAGUYGUY,"TORONTO, ON, CANADA",SWEATY GENERALIST,45-54,LEAN,,"fabric, fit",,Unfortunate liner,2018-06-11,"Had multiple pairs of the predecessor short and lived in them. Updated to the new short and they seemed perfectly fine when I quickly threw them on in the store but was mistaken when I went to work out. Firstly, as everyone else is saying, the mesh liner is horrible. both in fit and fabric. Second, the body fabric feels cheap unlike the old swift, I think that's what the called it, which was much more durable and didn't have the hand feel of a plastic bag.",2018-06-12,"Hi CanadaGuyGUy,
Thanks for taking the time to connect with us. It's not good to hear that the liner is not working out for you. I'd love to help turn this experience around, so I've sent an email your way with some solutions. Talk soon!",3,0,460,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,ANSIBLE,"SAN FRANCISCO, CA, USA",SWEATY GENERALIST,25-34,ATHLETIC,,"liner, pockets, looks",,So bad that they are painful,2018-06-08,"I have had dozens of Pace Breaker shorts. I even had their predecessors, the Response shorts. So I see Pace Breaker shorts listed and I purchase them. I wear them to the gym and they are the worst.",2018-06-08,"Dear Ansible,

Thanks for making time to leave a review. We're sorry to read of your recent experience and would love to discuss this further. Please be sure to give us a call at our Guest Education Centre on 1.877.263.9300 or you can always start a Live Chat with us on our website. We look forward to hearing from you.",8,0,197,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,2,RUNTC,MIDWEST USA,RUNNER,,SLIM,"zippered size pocket, waist tie","liner, phone pocket, lack of a key pouch, price, hand pockets",,Updated ≠ Better,2018-06-05,"I recently went into a store to try on a pair of the Pace Breaker Short 9"" Updated. Lululemon staff were polite and helpful as always. But these shorts were disappointing to say the least. I left empty handed.",,,3,0,209,bottom,shorts
